"","merged.pos","mean.1A","mean.1B","mean.3A","mean.tvs.1A","mean.tvs.1B","mean.tvs.3A","mean.all.1A","mean.all.1B","mean.all.3A","depth.1A","depth.1B","depth.3A"
"4320",4320,0.00386045161802537,0.0040770699780271,0.00167389354169361,0.000878979789063653,0.000481566194514646,0.000945306874321011,0.00473943142107504,0.00455863617254174,0.00261920041601462,565130,105703,136723
"4321",4321,0.00204387463818101,0.00136110920219323,0.00205313677508505,0.000215667538648058,0.000210669600750774,0.000710353961835576,0.00225954217612977,0.001571778802944,0.00276349073692062,568383,105516,133689
"4322",4322,0.0170949795630156,0.0206800791910211,0.00353930321428369,0.00447705021275006,0.001282445866267,0.000780690792352203,0.0215720297680192,0.021962525057288,0.00431999400663589,564906,104509,133229
"4323",4323,0.00346408227587235,0.00177103777949756,0.00097946082815313,0.000733174594257251,0.00130673227995975,0.000619475787613202,0.00419725685894079,0.0030777700594573,0.00159893661576633,568302,104994,133323
"4324",4324,0.00333568468266562,0.00413542705861816,0.00501127119269702,0.000258715904584531,0.000617555976452864,0.00028126726043699,0.00359440059424316,0.00475298303507102,0.00529253845313401,566320,104628,132879
"4325",4325,0.0222204913088321,0.0083512249820977,0.022611273904893,0.000743014420258102,0.000118352099623352,0.000175461327728373,0.0229635057528664,0.00846957708172105,0.0227867352326213,566477,104471,133020
"4326",4326,0.00296616684860558,0.00354891931887154,0.00449939580238335,0.000353574474708905,0.000793132587791535,0.000410982940042446,0.00331974133030749,0.00434205190666307,0.0049103787424258,566021,104194,132901
"4327",4327,0.00320857425141673,0.00184659581477357,0.00200450654906772,0.000612920907985355,0.000861490491965926,0.00039724513110273,0.00382149516634653,0.00270808630673949,0.00240175168017045,573853,104034,132418
"4328",4328,0.0200153587954975,0.0236111386359897,0.038645758375027,0.00966798351612629,0.00209496875294386,0.000621513174633999,0.0296833423116238,0.0257061073889336,0.0392672715496609,574307,103971,132595
"4329",4329,0.00601357584741937,0.00350368615630035,0.0163999728764163,0.00121296306481202,0.00033315023703594,0.000470126387316588,0.00722653891292105,0.00383683639333629,0.0168700992637329,572368,103323,134010
"4330",4330,0.00119619654109332,0.00113189909428932,0.00106810172976704,0.000163111047708364,0.0001605888449994,0.000225569434294042,0.00135930759017155,0.00129248793928872,0.00129367116406108,575769,103764,135282
"4331",4331,0.0209869903485097,0.0150779979925354,0.0176305529247312,0.00134438229744349,0.00151349522716113,0.00055217691437005,0.022331372955477,0.0165914932196965,0.0181827298391013,575783,103293,132948
"4332",4332,0.00513742103950345,0.00321090198404066,0.00346244953264366,0.00210700274349581,0.000493528336093309,0.000815322387157862,0.00724442378299926,0.00370443032013397,0.00427777191980152,572438,102807,135366
"4333",4333,0.00153913103779275,0.00182485950718156,0.00191202615478454,0.000631609350797417,0.000280628606403383,0.000380196787362616,0.00217074039539289,0.00210548811358495,0.00229222294214715,573649,103434,135475
"4334",4334,0.0159374056131395,0.0320682383449804,0.0176917584176787,0.00119062142438457,0.00111444642723434,0.000217561294265889,0.0171280273864896,0.0331826847722147,0.0179093197119447,567604,102520,134675
"4335",4335,0.0176348578203031,0.0189924024916629,0.00317476962919582,0.000353623322386097,0.000727159587123751,0.000391320561402696,0.0179884811426892,0.0197195620787866,0.00356609019059852,572975,103125,134923
"4336",4336,0.00395534242028458,0.00378786980037095,0.00219856634944811,0.000399632023692476,0.000433092861389306,0.000232088712703962,0.00435497444328741,0.00422096266176026,0.00243065506215208,570991,102162,131125
"4337",4337,0.0155567332897282,0.00693929843362598,0.0016444308964763,0.000738990238772474,0.000878987271118022,0.000446470620714495,0.0162957235146118,0.007818285704744,0.0020909015171908,567873,102036,132924
"4338",4338,0.0201117545530464,0.0187299789750596,0.0252564016609822,0.000758775386505554,0.000704111990142013,0.00051725848296443,0.0208705299423106,0.0194340909652016,0.0257736601439466,567439,101888,130313
"4339",4339,0.00213343447624104,0.00154469630836979,0.00131860126263858,0.000693675457399348,0.00058067205456536,0.000359525165151865,0.00282710993157143,0.00212536836293515,0.00167812642779045,566205,101577,130293
"4340",4340,0.00889951133954586,0.00770329960877528,0.0155647297959829,0.00234030569366033,0.00120363888783686,0.00072907375330958,0.0112398170469048,0.00890693849661213,0.0162938035492924,572517,101354,130195
"4341",4341,0.00260259773588761,0.00222633947465216,0.00186342226934338,0.00108804338802751,0.000952933902417064,0.000561188808992896,0.0036906411170658,0.00317927337706923,0.00242461107833628,572536,100962,128919
"4342",4342,0.00237436934306299,0.00241356922460502,0.0021560854831197,0.000473840700946478,0.000451709093362744,0.000179414914086695,0.00284821004540807,0.00286527831796776,0.0023355003972064,562419,100198,129180
"4343",4343,0.0130760681801678,0.0193303345016402,0.00651840761717406,0.00226742962641092,0.000595787912230655,0.000351825917024641,0.015343497812096,0.0199261224138709,0.0068702335341987,565651,100118,128608
"4344",4344,0.00341728098099895,0.00814778525359572,0.00271414285619441,0.000440604263133192,0.000405971646934838,0.000271972195660951,0.00385788524482179,0.00855375690053056,0.00298611505185537,566113,100076,127200
"4345",4345,0.00205104181345429,0.00255202763583183,0.00184593364198392,0.00021780779716435,0.000306551585981242,0.000345181852865667,0.00226884961061864,0.00285857922181308,0.00219111549484959,564263,99825,127364
"4346",4346,0.0197768548312978,0.0196238093472841,0.00470688673083578,0.00111700202825779,0.00093052126926038,0.00147297299876347,0.020893856804761,0.0205543306165444,0.00617985972959924,567347,100081,125603
"4347",4347,0.00361501888621925,0.00212898585006844,0.00183540265711819,0.00123490463026515,0.00109791159882259,0.000673902115818275,0.00484992350963508,0.00322689744889103,0.00250930477293646,563405,99356,125982
"4348",4348,0.00316317909418611,0.00346787272415956,0.00265137180974104,0.000510847684413727,0.000510292237639572,0.000305025466545155,0.00367402678744338,0.00397816496179914,0.00295639727628619,565996,99681,125306
"4349",4349,0.00790628775022335,0.0215185973464137,0.00509990537858466,0.00047935339646514,0.000726395925222214,0.00051255152571851,0.00838564114668849,0.0222449932716359,0.00561245690430317,565241,99289,123702
"4350",4350,0.00463328860320562,0.00440504910782108,0.00466328100101688,0.000486394511614218,0.000711045622823141,0.000409942948019115,0.00511968311275088,0.00511609473064422,0.005073223949036,559428,98946,122681
"4351",4351,0.001442384056318,0.0019338315750172,0.00216495750964932,0.000151020326574251,0.000278396123080263,0.00013913520561313,0.00159340438289226,0.00221222769809747,0.00230409271526245,555461,93993,122081
"4352",4352,0.0483009570114373,0.00975866140440476,0.0148083215247836,0.00152053981819543,0.00653318844848643,0.0020358440027607,0.0498214968704491,0.0162918498528912,0.0168441655275443,559583,94300,122342
"4353",4353,0.0020729717045131,0.00144267410783065,0.00144281163071794,0.00026254181306716,0.000213739054741094,0.000342991482076537,0.00233551351758026,0.00165641316257174,0.00178580311279448,566773,93543,122630
"4354",4354,0.0280848998096671,0.021026398814727,0.00462792493044475,0.000443255699828703,0.000281313541102844,0.000436099758803169,0.0285281555094958,0.0213077123558298,0.00506402468924792,567526,93283,122368
"4355",4355,0.011304626371252,0.00498051316376516,0.0161523786269733,0.00110940223068296,0.00153001306818599,0.0012831374652285,0.0124140285964928,0.00651052623195116,0.0174355160922018,566907,93409,122072
"4356",4356,0.00172326936434975,0.013197101099841,0.0199445803500107,0.00104056484994848,0.00096545561036438,0.00101350868639454,0.00276383421701932,0.0141625567102054,0.0209580890364052,567927,93458,122205
"4357",4357,0.00328681955701854,0.0033696147879117,0.00206312922944868,0.000812785960678444,0.00123555163405126,0.000576144514873572,0.00409960552119349,0.00460516642196295,0.00263927374432225,531792,83382,111833
"4358",4358,0.00897824408984536,0.0289124600467595,0.0222062801319728,0.00643212635193876,0.00557245232114358,0.000591073391350229,0.0154103704417841,0.0344849123679031,0.022797353523323,577063,96436,118827
"4359",4359,0.00170723541454642,0.0019385941551639,0.00205662691642574,0.00208134439413278,0.00130232239238536,0.000678701766032329,0.0037885798086792,0.00324091654754926,0.00273532868245807,579946,96370,117981
"4360",4360,0.00483994191153087,0.00379481149179078,0.00433031072367748,0.000441116275583983,0.000465126610783697,0.000389144827222834,0.00528105818981756,0.00425993810257447,0.00471945555090031,578331,96242,117918
"4361",4361,0.00719011864112842,0.00585610122060654,0.0148376419541729,0.000298308660856003,0.000944468338651276,0.000726637808541017,0.00748842730198442,0.00680056955925782,0.0155642797627139,578227,95738,117882
"4362",4362,0.00149609962650206,0.00127723663461821,0.00124591569649544,0.00108871546161321,0.000936053254261123,0.000686245582054108,0.00258481508811527,0.00221328988887933,0.00193216127854955,576102,94988,117221
"4363",4363,0.00265589599791123,0.00318874108803782,0.00392412090024136,0.000737170735875822,0.000647917133042584,0.00124475595052726,0.00339306673311591,0.00383665822108041,0.00516887685076862,576917,94982,117405
"4364",4364,0.0110623545490455,0.00558276309544693,0.0284569771428506,0.00142027673242385,0.0012757065957778,0.000880483821316501,0.0124826312814694,0.00685846969122473,0.0293374609641671,570982,94606,116926
"4365",4365,0.00170597352437653,0.00137059213383366,0.00212949271747422,0.000327257111731927,0.000693729691228629,0.000393816680670887,0.00203323063812188,0.00206432182506229,0.00252330939814511,579600,95864,117190
"4366",4366,0.00230742493018287,0.00263037582375113,0.00206528379731383,0.000332758227994493,0.000454567272856695,0.000553502687791141,0.00264018316086193,0.00308494309660782,0.00261878648510497,578897,95811,116992
"4367",4367,0.00873735489092409,0.00467105898229158,0.0115153911763528,0.00148504298315045,0.000675451688689997,0.001163023085155,0.010222397880786,0.00534651067098158,0.0126784142615078,580564,95593,116321
"4368",4368,0.00096418141223216,0.000967851187512704,0.000726369065943538,0.00084895505955687,0.000802458714381435,0.000657548485831697,0.00181313646498631,0.00177030990189414,0.00138391755177523,563606,95092,114167
"4369",4369,0.00550107123752958,0.00423459078958765,0.00428360404157537,0.000939108230074527,0.0012463040498231,0.000847054307134079,0.00644017944260411,0.00548089483941074,0.00513065834870945,571043,94473,114872
"4370",4370,0.00278753861755707,0.00476370702862488,0.00180564413323051,0.0011387842553067,0.000578276897409526,0.000373154486337338,0.00392632287286377,0.00534198392603441,0.00217879861956785,570346,93960,114240
"4371",4371,0.00445112151223877,0.00492357364299503,0.016689134861085,0.00109243870795851,0.000459558912819089,0.0008107974892114,0.00554356022019728,0.00538313255581412,0.0174999323502964,566299,93891,113772
"4372",4372,0.00105995479991638,0.00184255566281228,0.00157946054084282,0.000175580908044975,0.000223078747724503,0.000283368478338977,0.00123553570796136,0.00206563441053678,0.0018628290191818,568130,94310,113744
"4373",4373,0.0218080251630641,0.00459716132165662,0.0320478826681436,0.00151094950270972,0.00211366679860266,0.00297440150575496,0.0233189746725765,0.00671082812025928,0.0350222841738985,568912,94169,113479
"4374",4374,0.00196024929612377,0.0026965448677498,0.00217959015139669,0.00176024119978914,0.000491752846129666,0.000477881457133814,0.00372049049591292,0.00318829771387947,0.00265747160853051,566995,93704,113333
"4375",4375,0.00330392826199856,0.00206383895663967,0.00200602193690346,0.000667962667404159,0.000630531949790246,0.000643047428500218,0.00397189091570409,0.00269437090642992,0.00264906936540368,565313,93742,112668
"4376",4376,0.0121666515046733,0.00412401305112003,0.00537821515661036,0.00199283397374313,0.000988957819241758,0.00104941931954192,0.0141594854818647,0.00511297087036178,0.00642763447615229,558988,93375,112828
"4377",4377,0.00132126812238657,0.00152770447659474,0.00141213734029102,0.000954438980672866,0.000335471313417761,0.000953523340811618,0.00227570710305943,0.0018631757900125,0.00236566068110264,559337,93057,112904
"4378",4378,0.00328745348220802,0.00123233705582568,0.00152184473662465,0.00359580914982626,0.00100700965568311,0.000872082080858995,0.00688326262237911,0.00223934671150879,0.00239392681748365,556611,92645,112823
"4379",4379,0.0175913110083903,0.00616379398143097,0.00372094929887231,0.00087445046039432,0.000960130633342925,0.000868470234501005,0.0184657614756812,0.00712392461477389,0.00458941953337332,555921,92824,113105
"4380",4380,0.00187787256830019,0.00149171357387243,0.00131098177517444,0.000382277861130775,0.000515677888250639,0.000188433688848057,0.00226015042874603,0.00200739146212307,0.0014994154640225,558874,93035,113196
"4381",4381,0.00554972526465072,0.00411864996933814,0.0151997867314498,0.00100848754392956,0.000316911569794196,0.000578882213864769,0.00655821280858028,0.00443556153913233,0.0157786689453146,559379,92780,112962
"4382",4382,0.0145968119160818,0.00918279434899113,0.00187549201005124,0.00163415378752578,0.00082011887040511,0.000823628971711164,0.0162309656556624,0.0100029132193962,0.00269912098176241,559478,92444,112726
"4383",4383,0.00490152558992312,0.00335662489551969,0.00572503013031675,0.00212541282590415,0.000620574835322334,0.00281561934527645,0.00702693841582727,0.00397719973084202,0.00854064947559321,558287,92586,113462
"4384",4384,0.000878001992980839,0.00252924891017669,0.00156806839594018,0.000957274353883749,0.00134325028158067,0.000699543632235866,0.00183527634890541,0.00387249919175736,0.00226761202817604,563667,92482,114422
"4385",4385,0.0296390468855708,0.0206752133821739,0.00394910107946079,0.000549801357191543,0.00133172862799062,0.000473647785181933,0.0301888482427624,0.0220069420101645,0.00442274886464273,562605,92251,114580
"4386",4386,0.0126116260065593,0.00144615096974676,0.00981087722859613,0.00266758942478608,0.00035373157126838,0.000393817616888696,0.0152792154061753,0.00179988254101514,0.0102046948454848,555542,92242,114051
"4387",4387,0.00239697448916513,0.00355444359837653,0.00381882065261502,0.000909336543116289,0.000967788972836681,0.00105777114454463,0.00330631103228142,0.00452223257121321,0.00487659179715965,557000,91884,114016
"4388",4388,0.0180868835411737,0.0131056640662244,0.00938940657441061,0.00207600597638592,0.00163031292466475,0.000602837512947549,0.0201628895209843,0.0147359769908892,0.00999224408735815,552181,91990,114155
"4389",4389,0.00157535270165414,0.00179233370268181,0.00550053808832337,0.00505584700775343,0.000300881177116751,0.000859756621627497,0.00663119970940756,0.00209321487979856,0.00636029470995087,558077,91845,114030
"4390",4390,0.00538268418427703,0.00520963568243203,0.00173045633759784,0.00074741166735364,0.00117092158040179,0.000236946561877633,0.00613009585095039,0.00638055726283382,0.00196740289947547,559711,91755,114128
"4391",4391,0.0372482628376793,0.00572424058852149,0.00987837116414062,0.00344289720211971,0.0012899969095167,0.0149634713373854,0.040691160072452,0.00701423749803819,0.024841842501526,559254,91820,114199
"4392",4392,0.0022560839599582,0.00319505772475767,0.00143431610596102,0.000122127047082858,0.00010862747276659,0.000307831802464198,0.00237821100908188,0.00330368519752426,0.00174214790842521,558200,91716,114267
"4393",4393,0.00342525527027189,0.00329112254359784,0.00494042294000578,0.000503905195345311,0.000493333741272523,0.000576255319242682,0.0039291604656172,0.00378445628487037,0.00551667825924846,556296,91330,113279
"4394",4394,0.0257937952352389,0.00382865480067078,0.0155119165517529,0.00413512585401105,0.000554762220600544,0.00136634153568233,0.0299289211280255,0.00438341702127132,0.0168782580874353,557253,91168,113791
"4395",4395,0.00276536018283467,0.00243993066436615,0.024338599080482,0.000459745992389201,0.000305952801977752,0.000223178214963565,0.00322510617114224,0.0027458834663439,0.0245617772954455,565043,91431,113051
"4396",4396,0.00392860289571197,0.00493677086296935,0.0015255890760505,0.00105279130378813,0.000813819221996502,0.00021213173528648,0.00498139419609875,0.00575059008496586,0.00173772081133698,563649,91196,113295
"4397",4397,0.0227298570716815,0.00478503155709611,0.0173809215585395,0.00233304912688449,0.00136064343524556,0.0011338743619464,0.0250629062325796,0.00614567499234166,0.0185147959204859,566334,91760,114748
"4398",4398,0.00334054312473819,0.00323567916614194,0.00182573030660817,0.000500703576487826,0.000693921950787318,0.000417371594461966,0.00384124670122602,0.00392960111692926,0.00224310190107014,564996,91425,114755
"4399",4399,0.00206011181169426,0.00201767655475785,0.00336978874551268,0.000352246795963549,0.000325130411894792,0.000428044326099844,0.00241235861309999,0.00234280696665265,0.00379783307161252,561071,90925,114785
"4400",4400,0.00991572813426136,0.00236732329883593,0.009973051520035,0.000857645810152966,0.0006528491714503,0.00167848091396014,0.0107733739444143,0.00302017247028623,0.0116515324339952,560445,90770,114663
"4401",4401,0.00473353912781072,0.00338029340562994,0.00434903042429839,0.00199939934612854,0.000625379922806748,0.000455864344007028,0.00673293849434742,0.00400567332843669,0.00480489476830542,559415,91102,114372
"4402",4402,0.00127698305719359,0.00125341072967461,0.000814512807926516,0.000122774646893551,0.000120223708912483,0.000141261220130127,0.00139975770408715,0.00137363443858709,0.000955774028056644,567353,92185,114750
"4403",4403,0.0173274975561885,0.00629050773325823,0.0190534567765323,0.000944765875836757,0.00071043697684151,0.00153114445430624,0.0182722634320252,0.00700094471009974,0.0205846012308386,570056,92525,114790
"4404",4404,0.0034419692410919,0.00335783368516283,0.0024211783974717,0.000458010197175498,0.000556933251479963,0.000404514679856486,0.00389997943421334,0.00391476693664279,0.00282569307732819,570381,92652,115275
"4405",4405,0.00172426509734983,0.00119314447822295,0.00278007894684603,0.000562129997039375,0.000378405240570867,0.000283607657886205,0.0022863950916865,0.00157154971879381,0.00306368660473223,567781,92480,114702
"4406",4406,0.0269064808418507,0.0177715413711574,0.0339045616001675,0.00160945027842614,0.00153997353413561,0.00167944355414377,0.0285159311168984,0.019311514905293,0.0355840051543112,563900,92268,114468
"4407",4407,0.00336033525225756,0.00421117275448984,0.00373382203089329,0.000498223301755073,0.000339905852208027,0.000663020268937142,0.00385855855871062,0.00455107860669786,0.00439684229983043,564798,92154,113823
"4408",4408,0.00122789735481589,0.00162337272114775,0.00114479599203787,0.000207650394273718,0.000113385643078874,0.000700821136635058,0.00143554775043189,0.00173675836422662,0.00184561712867293,563210,91836,112775
"4409",4409,0.0140762635363425,0.0211382544726581,0.00958324727817852,0.00314216294599132,0.000985641309341855,0.000796728940207291,0.0172184264823339,0.0221238957819999,0.0103799762183858,566231,92002,113413
"4410",4410,0.00143695751923766,0.00139913661485428,0.00109640563002088,0.00124429911139738,0.000320600773868188,0.00104530963402101,0.00268125659036659,0.00171973738872247,0.0021417152640419,570012,91952,113518
"4411",4411,0.000948216182302549,0.00116018125732786,0.00161025515411543,0.00124760328144899,0.000718306693003844,0.000596520563418777,0.00219581946240926,0.0018784879503317,0.00220677571753421,569898,92059,113875
"4412",4412,0.00623444722732819,0.00893571163227738,0.00773515421851207,0.00397451091779254,0.00351714415585285,0.00102017188208872,0.010208958137067,0.0124528557881302,0.00875532610060077,568103,92200,114020
"4413",4413,0.00089768703697273,0.00102518440761586,0.00137966089767194,0.000809318562412018,0.000802801726844132,0.000717336524723813,0.00170700559602904,0.00182798613445999,0.00209699742239575,571172,92790,114488
"4414",4414,0.00153999457230108,0.00187840907926282,0.00138107234085818,0.000836503754309,0.000675343998948355,0.000757386014599956,0.00237649832525873,0.00255375307821118,0.00213845835545813,571135,93363,114212
"4415",4415,0.00881842950046381,0.00580683307197212,0.0042637607211321,0.0083694014222074,0.00184993989330402,0.0263671223357066,0.0171878309226712,0.00765677296527614,0.0306308830568386,568590,93363,115285
"4416",4416,0.00173465330114015,0.0016464860113995,0.00174832435591194,0.000735570338225281,0.000940401940509625,0.000680415248469804,0.00247022363936543,0.00258688795190913,0.00242873960438174,566555,92948,115747
"4417",4417,0.00309355763038089,0.00120952895217581,0.00184141808803121,0.000457102103089481,0.0006896008656751,0.000340424612515097,0.0035506597388395,0.00189912981785091,0.00218184270054631,565623,92961,115930
"4418",4418,0.00873876490251907,0.0185215680777219,0.0149155086347819,0.00160199450731626,0.000391393270571135,0.000514948945797917,0.010340759408493,0.018912961348293,0.0154304575805798,566944,92584,115940
"4419",4419,0.00375027221658999,0.00315544219370572,0.00417489422510873,0.000778099426163185,0.000272413262131213,0.0010503988590006,0.0045283716420775,0.00342785545583693,0.00522529308410933,565301,92602,116455
"4420",4420,0.00162569139807041,0.00202608020256375,0.00184593195005013,0.000831934042431401,0.000886265168801998,0.0003554638852987,0.00245762543712343,0.00291234537136575,0.00220139583534883,564963,92881,116368
"4421",4421,0.038796896113147,0.0116923388032025,0.0136065798970164,0.00956904563601041,0.00341183398527578,0.000387918451200651,0.048365941742446,0.0151041727884783,0.0139944983482171,570745,93630,116896
"4422",4422,0.0396698254292139,0.00992510794082406,0.00296233077850715,0.000290848786248979,0.000187170366691734,0.00054001351482883,0.0399606742154629,0.0101122783075158,0.00350234429333598,557768,93206,117884
"4423",4423,0.00474706905093884,0.00750645366247058,0.00513227384803377,0.000603867150654965,0.000618749809739376,0.000403633692158148,0.00535093620360723,0.00812520347220996,0.00553590754019191,574875,92980,119422
"4424",4424,0.0136155856003246,0.0270161431106322,0.00396178604039453,0.000976740196875994,0.00163767968390637,0.0119008472686297,0.0145923257972006,0.0286538227945386,0.0158626333090243,570658,92597,118352
"4425",4425,0.00373257972793028,0.00425846145139303,0.00450938374950642,0.00045561773009763,0.000288485409178939,0.000411977630591277,0.00418819745802791,0.00454694686057197,0.0049213613800977,579482,92964,119958
"4426",4426,0.00116159427319919,0.00170900616982639,0.00121406651497588,0.000233104009044881,0.00014062522130877,0.000169441376799874,0.00139469828224407,0.00184963139113516,0.00138350789177576,581855,93793,120339
"4427",4427,0.0395717150868142,0.00494785085335961,0.00673625627916076,0.00437612898853034,0.017616707454989,0.00099211131296823,0.0439478440686778,0.0225645583083487,0.00772836759212899,584974,94038,119877
"4428",4428,0.00213955457792056,0.0017105330956027,0.0014035225251898,0.00015471344830693,0.000193961440870612,0.00017420660754316,0.00229426802622749,0.00190449453647331,0.00157772913273296,581333,93842,120666
"4429",4429,0.00525778649632273,0.00429534469799178,0.00439055260285246,0.000845757855331416,0.000733262783309272,0.000814879328698791,0.00610354435165415,0.00502860748130105,0.00520543193155125,579072,93687,119641
"4430",4430,0.0123124758731214,0.0118508695203729,0.00955970387427734,0.00406763814479974,0.000546514169865345,0.000978389884372178,0.0163801140138943,0.0123973836902383,0.0105380937586495,580940,93602,119051
"4431",4431,0.00353675019218915,0.00255457458233124,0.00419859371735779,0.000545409558925037,0.000430501226041871,0.000537006361083664,0.00408215975379875,0.00298507580837311,0.00473560007844145,582075,93793,120122
"4432",4432,0.0023026781504487,0.00202178319941676,0.00207773201590488,0.00114381059862428,0.00107172695153528,0.00117812874665085,0.00344648874907299,0.00309351015095204,0.00325586076255572,584078,93916,119813
"4433",4433,0.018498783899582,0.0126375886707524,0.00556144204883314,0.00174308236753037,0.00232805302819966,0.00134170900736822,0.0202418662825486,0.014965641698952,0.00690315105620136,582512,94267,122503
"4434",4434,0.00134276009587138,0.00120545331480882,0.000977661823594546,0.0012554301027914,0.00020736036271642,0.00018739423379494,0.00259819019866278,0.00141281367752524,0.00116505605738949,581513,93933,122400
"4435",4435,0.00256495395941108,0.00344394029996094,0.0030093641768287,0.000519302685849328,0.000490283063899748,0.000774354267632446,0.00308425664056242,0.00393422336386069,0.00378371844446114,582090,93975,123069
"4436",4436,0.0166598352042367,0.015184675362744,0.0106245209975284,0.000292553619989833,0.000290123649692234,0.000294607560163162,0.0169523888228932,0.0154747990124362,0.0109191285576915,591170,93714,123397
"4437",4437,0.00743847225285935,0.00934094964560219,0.0100412700331953,0.000676644708452845,0.00050540051461328,0.00380501223687017,0.0081151169673122,0.00984635016021547,0.0138462822700654,592737,93843,123261
"4438",4438,0.001558119469955,0.00182070947249247,0.00834927754211568,0.0023124996947517,0.000953731313739076,0.00047163624039657,0.0038706191647067,0.00277444078623154,0.00882091378251224,592639,93788,121063
"4439",4439,0.0408683333492477,0.0326863553344664,0.0146861241651854,0.00344529125469931,0.00990282174972378,0.00109959032234568,0.044313624591947,0.0425891770841902,0.0157857144875311,589933,93804,124996
"4440",4440,0.00258115147239741,0.00251249706844588,0.00328612783830777,0.000459284206517766,0.00231025844915579,0.00032169754289686,0.0030404356775729,0.00482275551760167,0.00360782538120464,579417,91392,123163
"4441",4441,0.00676727138869734,0.00995257991597349,0.00401732162473323,0.00066698521036644,0.000536400596925833,0.000726546831023332,0.00743425659573045,0.0104889805128993,0.00474386845575656,598142,94158,126601
"4442",4442,0.00939234486661148,0.0172356829892582,0.00701833796167575,0.000138117903527264,0.00012440014592055,0.000159269124057808,0.00953046277013874,0.0173600831351787,0.00717760708573357,599669,94267,126565
"4443",4443,0.00276235441355731,0.00240472684735755,0.00255123358661768,0.000336952258920889,0.000433561004210412,0.000270573199683279,0.00309930667714487,0.00283828785156797,0.00282180678630096,598896,94806,126444
"4444",4444,0.00207819957329322,0.00181335043729821,0.0026178105780662,0.000216967210373391,0.000108953814458878,0.000342895447071064,0.00229516678366661,0.00192230425175709,0.00296070602513726,596617,94625,125427
"4445",4445,0.0222078958934164,0.0467090864991088,0.00408487683827112,0.000592443331305928,0.000751676703104261,0.00151235085139822,0.0228003392247224,0.047460763202213,0.00559722768966934,595558,92739,125826
"4446",4446,0.00197826738469924,0.00161963025029562,0.00210176729237797,0.00250640180388057,0.00104458563743827,0.000523633081425839,0.00448466918724647,0.00266421588773389,0.0026254003738038,596565,93309,125406
"4447",4447,0.00406151488693529,0.0044339916885497,0.00226642131617392,0.000651574084412796,0.000657476006812629,0.000439804485612674,0.00471308896468142,0.00509146769536233,0.00270622580178659,591161,92797,125551
"4448",4448,0.0036407155036618,0.00239599208423602,0.0331920239115716,0.000716520361982225,0.000516337840901938,0.00146185910224767,0.00435723586564403,0.00291232992513796,0.0346538830138192,592691,92918,124965
"4449",4449,0.00076938912439079,0.000813771051289697,0.000439659051218102,0.00107690106931776,0.000890971068047474,0.000582593211207231,0.00184629019237522,0.00170474211933717,0.00102225226242533,591539,92897,125295
"4450",4450,0.00462356550218181,0.00458266066393155,0.00345004807762183,0.000467674195376685,0.000367729799369023,0.000307777636514044,0.00509123969755849,0.00495039046330057,0.00375782571413588,588761,92522,124725
"4451",4451,0.00518149246630133,0.0123907159160813,0.00924808304315558,0.000666188421303254,0.000897072260584156,0.000715377479528989,0.00584768088760458,0.0132877881766654,0.00996346052268456,591056,92756,125195
"4452",4452,0.00423220195167089,0.00128502583793511,0.00459927268093608,0.000462324506200363,0.000282683869968055,0.000128904830780153,0.00469452645653792,0.00156770970790316,0.00472817751171623,590868,91781,124507
"4453",4453,0.00582824900368192,0.00452523225692399,0.00435853687442683,0.000815913395406772,0.00197150816576028,0.00125413319503126,0.00664416239908869,0.00649674042268427,0.0056126700694581,592586,93111,122742
"4454",4454,0.0157677824503863,0.00441625638306811,0.0132955254078218,0.00395265601154404,0.00122973692375609,0.00156724178016552,0.0197204384619303,0.0056459933068242,0.0148627671879873,592492,93400,123529
"4455",4455,0.00290513163472089,0.00239464165502504,0.00299298438876491,0.000363762560261611,0.000832733673917032,0.000670653934699165,0.0032688941949825,0.00322737532894207,0.00366363832346407,600863,94399,124192
"4456",4456,0.00291744048970283,0.00343514837904597,0.00343753043289339,0.00052928846198489,0.000894618939790961,0.000421454148362415,0.00344672895168772,0.00432976731883693,0.0038589845812558,602863,95405,124078
"4457",4457,0.0176144666792597,0.020249407371284,0.00539797029233599,0.00108080422925878,0.000822564234332095,0.0011181641707833,0.0186952709038518,0.0210719716056161,0.00651613446311928,601947,94375,123774
"4458",4458,0.00554988079426165,0.00445632457934794,0.00431412284671704,0.00112414332702541,0.000960441323590369,0.000591447291668522,0.00667402413328706,0.00541676590293831,0.00490557013838556,599917,94719,124151
"4459",4459,0.00357925753275792,0.00413576855605086,0.00280558285211824,0.00115868968664997,0.00161566286961325,0.00108305983675742,0.00473794721674122,0.0057514314256641,0.00388864268887566,596702,94782,123770
"4460",4460,0.00487786075565324,0.00278240910126376,0.00614574315898815,0.00221126236901839,0.000309965020574229,0.0123732316160008,0.00708912312467163,0.00309237412183798,0.0185189747749889,603808,96289,125063
"4461",4461,0.00965624601263517,0.00662336529961332,0.002620004770823,0.000826375397386275,0.00117410313065509,0.000647347672492757,0.0104826214166881,0.00779746843026841,0.00326735244331576,593418,95917,125246
"4462",4462,0.00199326136380374,0.00233400813318501,0.00261077898296955,0.000860456092577434,0.000797475592845167,0.00039696098408091,0.00285371748322681,0.00313148372603018,0.00300773996705046,585741,94504,125333
